name,mark,year,mileage,engine_power_kW,engine_power_hp,fuel_type,consumption_(l/100 km),ecology_(gCO2/km),gearbox,price,currency,country,engine_size,nr_of_accidents,color_exterior,color_interior,price_eur
renault laguna,renault,2011,223000.0,81.0,110.0,Diesel,5.3,139.0,Manual,3499.0,EUR,Germany,0.0,,unknown,unknown,3499.0
mercedes-benz 190,mercedes,1988,99000.0,75.0,102.0,Gasoline,,,Automatic,3499.0,EUR,Germany,0.0,,unknown,unknown,3499.0
skoda fabia,skoda,2010,119900.0,63.0,86.0,Gasoline,5.2,123.0,Manual,3499.0,EUR,Germany,0.0,,unknown,unknown,3499.0
bmw 320,bmw,2008,226000.0,130.0,177.0,Diesel,4.9,131.0,Manual,3500.0,EUR,Germany,0.0,,unknown,unknown,3500.0
mercedes-benz e 240,mercedes,2004,204098.0,130.0,177.0,Gasoline,10.3,247.0,Automatic,3500.0,EUR,Germany,0.0,,unknown,unknown,3500.0
opel corsa,opel,2007,152000.0,59.0,80.0,Gasoline,5.7,137.0,Semi-automatic,3500.0,EUR,Germany,0.0,,unknown,unknown,3500.0
mercedes-benz e 230,mercedes,1987,240400.0,97.0,132.0,Gasoline,,,Automatic,3500.0,EUR,Germany,0.0,,unknown,unknown,3500.0
skoda fabia,skoda,2011,102571.0,44.0,60.0,Gasoline,5.9,140.0,Manual,3590.0,EUR,Germany,0.0,,unknown,unknown,3590.0
hyundai santa fe,hyundai,2007,173706.0,110.0,150.0,Diesel,7.3,193.0,Manual,3590.0,EUR,Germany,0.0,,unknown,unknown,3590.0
mercedes-benz slk 200,mercedes,2003,230000.0,120.0,163.0,Gasoline,9.5,228.0,Manual,3600.0,EUR,Germany,0.0,,unknown,unknown,3600.0
volvo xc90,volvo,2004,350000.0,120.0,163.0,Diesel,9.1,242.0,Automatic,3600.0,EUR,Germany,0.0,,unknown,unknown,3600.0
mazda 6,mazda,2002,180000.0,122.0,166.0,Gasoline,9.1,218.0,Manual,3600.0,EUR,Germany,0.0,,unknown,unknown,3600.0
ford fiesta,ford,2010,63729.0,60.0,82.0,Gasoline,5.7,135.0,Manual,3645.0,EUR,Germany,0.0,,unknown,unknown,3645.0
mitsubishi colt,mitsubishi,2011,117100.0,55.0,75.0,Gasoline,4.9,115.0,Manual,3677.0,EUR,Germany,0.0,,unknown,unknown,3677.0
volkswagen touran,volkswagen,2006,220000.0,125.0,170.0,Diesel,6.6,175.0,Automatic,3680.0,EUR,Germany,0.0,,unknown,unknown,3680.0
opel astra,opel,2005,77000.0,66.0,90.0,Gasoline,6.5,156.0,Manual,3690.0,EUR,Germany,0.0,,unknown,unknown,3690.0
smart fortwo,smart,2009,94500.0,62.0,84.0,Gasoline,,,Automatic,3699.0,EUR,Germany,0.0,,unknown,unknown,3699.0
volkswagen sharan,volkswagen,2002,199876.0,85.0,116.0,Diesel,6.6,178.0,Manual,3699.0,EUR,Germany,0.0,,unknown,unknown,3699.0
bmw 318,bmw,2004,185000.0,105.0,143.0,Gasoline,6.6,154.0,Manual,3699.0,EUR,Germany,0.0,,unknown,unknown,3699.0
fiat grande punto,fiat,2009,104610.0,57.0,77.0,Gasoline,5.9,139.0,Manual,3700.0,EUR,Germany,0.0,,unknown,unknown,3700.0
ford transit connect,ford,2007,122000.0,55.0,75.0,Diesel,6.3,171.0,Manual,3700.0,EUR,Germany,0.0,,unknown,unknown,3700.0
audi a3,audi,2007,245000.0,103.0,140.0,Diesel,5.7,154.0,Manual,3750.0,EUR,Germany,0.0,,unknown,unknown,3750.0
bmw x5,bmw,2001,250000.0,135.0,184.0,Diesel,8.6,228.0,Automatic,3750.0,EUR,Germany,0.0,,unknown,unknown,3750.0
peugeot 207,peugeot,2007,81750.0,110.0,150.0,Gasoline,7.2,171.0,Manual,3750.0,EUR,Germany,0.0,,unknown,unknown,3750.0
seat leon,seat,2007,163400.0,75.0,102.0,Gasoline,7.6,180.0,Manual,3780.0,EUR,Germany,0.0,,unknown,unknown,3780.0
mercedes-benz a 180,mercedes,2005,105200.0,80.0,109.0,Diesel,6.1,159.0,Automatic,3790.0,EUR,Germany,0.0,,unknown,unknown,3790.0
ford ranger,ford,2000,222100.0,62.0,84.0,Diesel,,,Manual,3790.0,EUR,Germany,0.0,,unknown,unknown,3790.0
renault twingo,renault,2013,129000.0,63.0,86.0,Diesel,3.4,90.0,Manual,3799.0,EUR,Germany,0.0,,unknown,unknown,3799.0
audi a3,audi,2004,122513.0,103.0,140.0,Diesel,5.9,159.0,Automatic,3845.0,EUR,Germany,0.0,,unknown,unknown,3845.0
fiat panda,fiat,2010,44500.0,40.0,54.0,Gasoline,5.7,135.0,Manual,3850.0,EUR,Germany,0.0,,unknown,unknown,3850.0
volkswagen golf,volkswagen,2005,161000.0,110.0,150.0,Gasoline,7.2,187.0,Manual,3850.0,EUR,Germany,0.0,,unknown,unknown,3850.0
mazda 6,mazda,2003,96750.0,122.0,166.0,Gasoline,9.1,218.0,Manual,3850.0,EUR,Germany,0.0,,unknown,unknown,3850.0
ford fiesta,ford,2009,98200.0,60.0,82.0,Gasoline,5.7,133.0,Manual,3872.0,EUR,Germany,0.0,,unknown,unknown,3872.0
audi 100,audi,1990,176000.0,66.0,90.0,Gasoline,,,Automatic,3888.0,EUR,Germany,0.0,,unknown,unknown,3888.0
smart fortwo,smart,2011,113000.0,52.0,71.0,Gasoline,4.2,97.0,Automatic,3900.0,EUR,Germany,0.0,,unknown,unknown,3900.0
opel astra,opel,2001,130000.0,108.0,147.0,Gasoline,8.7,209.0,Manual,3900.0,EUR,Germany,0.0,,unknown,unknown,3900.0
renault twingo,renault,2008,130945.0,56.0,76.0,Gasoline,5.7,135.0,Manual,3900.0,EUR,Germany,0.0,,unknown,unknown,3900.0
ford s-max,ford,2010,232313.0,103.0,140.0,Diesel,6.0,159.0,Manual,3940.0,EUR,Germany,0.0,,unknown,unknown,3940.0
renault twingo,renault,2010,123600.0,43.0,58.0,Gasoline,,,Manual,3945.0,EUR,Germany,0.0,,unknown,unknown,3945.0
peugeot 107,peugeot,2011,76600.0,50.0,68.0,Gasoline,4.5,107.0,Manual,3950.0,EUR,Germany,0.0,,unknown,unknown,3950.0
volvo 960,volvo,1997,295000.0,150.0,204.0,Gasoline,,,Automatic,3950.0,EUR,Germany,0.0,,unknown,unknown,3950.0
seat leon,seat,2000,77000.0,92.0,125.0,Gasoline,8.5,204.0,Automatic,3950.0,EUR,Germany,0.0,,unknown,unknown,3950.0
mercedes-benz c 220,mercedes,2002,99800.0,105.0,143.0,Diesel,6.7,178.0,Automatic,3950.0,EUR,Germany,0.0,,unknown,unknown,3950.0
ford c-max,ford,2004,118166.0,92.0,125.0,Gasoline,7.1,172.0,Manual,3980.0,EUR,Germany,0.0,,unknown,unknown,3980.0
opel zafira,opel,2007,210800.0,110.0,150.0,Diesel,6.2,165.0,Manual,3980.0,EUR,Germany,0.0,,unknown,unknown,3980.0
volkswagen golf,volkswagen,2004,165000.0,55.0,75.0,Gasoline,7.1,170.0,Manual,3980.0,EUR,Germany,0.0,,unknown,unknown,3980.0
volkswagen golf,volkswagen,2004,142000.0,75.0,102.0,Gasoline,8.2,195.0,Automatic,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
volkswagen golf,volkswagen,2007,226000.0,147.0,200.0,Gasoline,8.1,189.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
chevrolet cruze,chevrolet,2012,179564.0,120.0,163.0,Diesel,5.4,143.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
renault megane,renault,2005,85000.0,83.0,113.0,Gasoline,7.0,166.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
mazda cx-7,mazda,2010,207911.0,127.0,173.0,Diesel,7.5,199.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
peugeot 107,peugeot,2010,80000.0,50.0,68.0,Gasoline,4.6,108.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
opel astra,opel,2008,149000.0,66.0,90.0,Gasoline,6.3,151.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
citroen nemo,citroen,2010,99409.0,50.0,68.0,Diesel,4.5,119.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
opel meriva,opel,2004,90580.0,74.0,101.0,Gasoline,7.5,178.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
bmw 318,bmw,2009,304738.0,100.0,136.0,Diesel,,125.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
mercedes-benz c 200,mercedes,2001,162700.0,120.0,163.0,Gasoline,9.5,228.0,Automatic,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
chevrolet spark,chevrolet,2011,79871.0,50.0,68.0,Gasoline,5.1,119.0,Manual,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
mercedes-benz 230,mercedes,1991,261700.0,97.0,132.0,Gasoline,,,Automatic,3990.0,EUR,Germany,0.0,,unknown,unknown,3990.0
kia sportage,kia,2005,139800.0,129.0,175.0,Gasoline,,,Automatic,3998.0,EUR,Germany,0.0,,unknown,unknown,3998.0
mazda mx-5,mazda,2003,139000.0,107.0,145.0,Gasoline,8.7,210.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
volvo xc90,volvo,2005,334999.0,120.0,163.0,Diesel,9.1,242.0,Automatic,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
renault kangoo,renault,2007,87000.0,50.0,68.0,Diesel,5.5,147.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
mercedes-benz c 180,mercedes,2004,185000.0,105.0,143.0,Gasoline,7.9,190.0,Automatic,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
fiat 500,fiat,2009,139980.0,51.0,69.0,Gasoline,,,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
hyundai i10,hyundai,2010,48000.0,49.0,67.0,Gasoline,5.0,119.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
ford transit courier,ford,2016,274000.0,55.0,75.0,Diesel,4.1,109.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
dacia sandero,dacia,2012,66000.0,55.0,75.0,Gasoline,5.9,139.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
renault megane,renault,2010,125000.0,74.0,101.0,Gasoline,6.7,159.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
bmw 116,bmw,2005,120000.0,85.0,116.0,Gasoline,7.5,181.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
toyota avensis,toyota,2004,150000.0,95.0,129.0,Gasoline,7.2,171.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
bmw 318,bmw,2006,147000.0,95.0,129.0,Gasoline,7.6,182.0,Manual,3999.0,EUR,Germany,0.0,,unknown,unknown,3999.0
dacia sandero,dacia,2012,168839.0,62.0,84.0,Gasoline,7.3,173.0,Manual,4000.0,EUR,Germany,0.0,,unknown,unknown,4000.0
ford c-max,ford,2008,85236.0,100.0,136.0,Diesel,6.1,159.0,Manual,4000.0,EUR,Germany,0.0,,unknown,unknown,4000.0
mercedes-benz e 220,mercedes,2004,145000.0,110.0,150.0,Diesel,6.3,167.0,Manual,4000.0,EUR,Germany,0.0,,unknown,unknown,4000.0
honda cr-v,honda,2005,130000.0,103.0,140.0,Diesel,6.7,177.0,Manual,4100.0,EUR,Germany,0.0,,unknown,unknown,4100.0
volkswagen polo,volkswagen,2007,123900.0,59.0,80.0,Diesel,4.5,118.0,Manual,4180.0,EUR,Germany,0.0,,unknown,unknown,4180.0
opel astra,opel,1998,47632.0,74.0,101.0,Gasoline,8.2,197.0,Automatic,4180.0,EUR,Germany,0.0,,unknown,unknown,4180.0
hyundai getz,hyundai,2008,89990.0,49.0,67.0,Gasoline,5.5,130.0,Manual,4199.0,EUR,Germany,0.0,,unknown,unknown,4199.0
opel tigra,opel,2005,74200.0,92.0,125.0,Gasoline,7.7,185.0,Manual,4200.0,EUR,Germany,0.0,,unknown,unknown,4200.0
skoda octavia,skoda,2006,215000.0,103.0,140.0,Diesel,6.0,159.0,Manual,4200.0,EUR,Germany,0.0,,unknown,unknown,4200.0
citroen ds,citroen,2010,139063.0,82.0,111.0,Diesel,4.5,118.0,Manual,4200.0,EUR,Germany,0.0,,unknown,unknown,4200.0
renault twingo,renault,2008,99000.0,74.0,101.0,Gasoline,5.7,132.0,Manual,4250.0,EUR,Germany,0.0,,unknown,unknown,4250.0
fiat punto evo,fiat,2011,150000.0,51.0,69.0,Diesel,4.1,104.0,Manual,4250.0,EUR,Germany,0.0,,unknown,unknown,4250.0
ford focus,ford,2010,264964.0,100.0,136.0,Diesel,5.8,154.0,Automatic,4250.0,EUR,Germany,0.0,,unknown,unknown,4250.0
chevrolet cruze,chevrolet,2013,79000.0,120.0,163.0,Diesel,4.6,167.0,Automatic,4250.0,EUR,Germany,0.0,,unknown,unknown,4250.0
citroen c3,citroen,2003,81175.0,54.0,73.0,Gasoline,6.0,140.0,Automatic,4300.0,EUR,Germany,0.0,,unknown,unknown,4300.0
fiat doblo,fiat,2011,62000.0,70.0,95.0,Gasoline,7.4,174.0,Manual,4350.0,EUR,Germany,0.0,,unknown,unknown,4350.0
audi a4,audi,2008,241000.0,176.0,239.0,Diesel,7.2,189.0,Manual,4399.0,EUR,Germany,0.0,,unknown,unknown,4399.0
citroen c1,citroen,2014,69000.0,50.0,68.0,Gasoline,4.3,102.0,Manual,4399.0,EUR,Germany,0.0,,unknown,unknown,4399.0
bmw 116,bmw,2009,174900.0,90.0,122.0,Gasoline,3.8,99.0,Manual,4399.0,EUR,Germany,0.0,,unknown,unknown,4399.0
chevrolet spark,chevrolet,2010,85697.0,50.0,68.0,Gasoline,,,Manual,4440.0,EUR,Germany,0.0,,unknown,unknown,4440.0
bmw 320,bmw,2002,180000.0,125.0,170.0,Gasoline,8.9,213.0,Manual,4444.0,EUR,Germany,0.0,,unknown,unknown,4444.0
renault clio,renault,2011,165930.0,55.0,75.0,Gasoline,,135.0,Manual,4445.0,EUR,Germany,0.0,,unknown,unknown,4445.0
opel meriva,opel,2009,91000.0,66.0,90.0,Gasoline,6.2,148.0,Manual,4450.0,EUR,Germany,0.0,,unknown,unknown,4450.0
toyota corolla verso,toyota,2005,129000.0,95.0,129.0,Gasoline,7.5,179.0,Automatic,4450.0,EUR,Germany,0.0,,unknown,unknown,4450.0
renault twingo,renault,2012,91978.0,55.0,75.0,Gasoline,5.7,135.0,Manual,4490.0,EUR,Germany,0.0,,unknown,unknown,4490.0
skoda citigo,skoda,2013,70000.0,55.0,75.0,Gasoline,4.2,98.0,Manual,4490.0,EUR,Germany,0.0,,unknown,unknown,4490.0
smart fortwo,smart,2009,47000.0,52.0,71.0,Gasoline,4.3,98.0,Automatic,4490.0,EUR,Germany,0.0,,unknown,unknown,4490.0
mercedes-benz viano,mercedes,2005,345000.0,110.0,150.0,Diesel,9.8,258.0,Automatic,4490.0,EUR,Germany,0.0,,unknown,unknown,4490.0
bmw x3,bmw,2005,320000.0,150.0,204.0,Diesel,8.4,224.0,Manual,4499.0,EUR,Germany,0.0,,unknown,unknown,4499.0
peugeot 307,peugeot,2005,149917.0,103.0,140.0,Gasoline,8.1,192.0,Manual,4499.0,EUR,Germany,0.0,,unknown,unknown,4499.0
volkswagen up!,volkswagen,2012,92000.0,44.0,60.0,Gasoline,4.5,105.0,Manual,4499.0,EUR,Germany,0.0,,unknown,unknown,4499.0
renault wind,renault,2011,61291.0,75.0,102.0,Gasoline,6.0,139.0,Manual,4500.0,EUR,Germany,0.0,,unknown,unknown,4500.0
volkswagen golf,volkswagen,2010,131099.0,90.0,122.0,Gasoline,6.2,144.0,Manual,4500.0,EUR,Germany,0.0,,unknown,unknown,4500.0
suzuki ignis,suzuki,2002,60000.0,61.0,83.0,Gasoline,6.4,150.0,Manual,4500.0,EUR,Germany,0.0,,unknown,unknown,4500.0
opel tigra,opel,2007,79000.0,92.0,125.0,Gasoline,7.7,185.0,Manual,4500.0,EUR,Germany,0.0,,unknown,unknown,4500.0
mini cooper clubman,mini,2009,200000.0,80.0,109.0,Diesel,4.5,121.0,Manual,4600.0,EUR,Germany,0.0,,unknown,unknown,4600.0
peugeot 206,peugeot,2012,60600.0,44.0,60.0,Gasoline,5.7,135.0,Manual,4600.0,EUR,Germany,0.0,,unknown,unknown,4600.0
bmw 320,bmw,2005,280000.0,120.0,163.0,Diesel,6.7,179.0,Automatic,4650.0,EUR,Germany,0.0,,unknown,unknown,4650.0
opel corsa,opel,2012,79337.0,63.0,86.0,Gasoline,5.3,125.0,Manual,4650.0,EUR,Germany,0.0,,unknown,unknown,4650.0
opel combo,opel,2009,150000.0,55.0,75.0,Diesel,5.2,140.0,Automatic,4699.0,EUR,Germany,0.0,,unknown,unknown,4699.0
opel zafira,opel,1999,64750.0,74.0,101.0,Gasoline,8.3,200.0,Manual,4699.0,EUR,Germany,0.0,,unknown,unknown,4699.0
hyundai getz,hyundai,2008,49950.0,49.0,67.0,Gasoline,5.5,130.0,Manual,4699.0,EUR,Germany,0.0,,unknown,unknown,4699.0
toyota land cruiser,toyota,1997,207000.0,92.0,125.0,Diesel,13.2,,Automatic,4700.0,EUR,Germany,0.0,,unknown,unknown,4700.0
mercedes-benz b 200,mercedes,2007,200000.0,103.0,140.0,Diesel,6.3,165.0,Automatic,4750.0,EUR,Germany,0.0,,unknown,unknown,4750.0
audi a6,audi,2007,282380.0,103.0,140.0,Diesel,6.7,181.0,Automatic,4750.0,EUR,Germany,0.0,,unknown,unknown,4750.0
opel astra,opel,2007,118775.0,85.0,116.0,Gasoline,,158.0,Manual,4750.0,EUR,Germany,0.0,,unknown,unknown,4750.0
daihatsu sirion,daihatsu,2007,70700.0,67.0,91.0,Gasoline,6.3,148.0,Automatic,4750.0,EUR,Germany,0.0,,unknown,unknown,4750.0
volkswagen polo,volkswagen,2007,122000.0,47.0,64.0,Gasoline,6.3,151.0,Manual,4780.0,EUR,Germany,0.0,,unknown,unknown,4780.0
volkswagen golf,volkswagen,2006,95600.0,59.0,80.0,Gasoline,6.9,165.0,Manual,4950.0,EUR,Germany,0.0,,unknown,unknown,4950.0
volkswagen golf,volkswagen,2008,141056.0,77.0,105.0,Diesel,5.2,137.0,Manual,4950.0,EUR,Germany,0.0,,unknown,unknown,4950.0
ford ka/ka+,ford,2012,48000.0,51.0,69.0,Gasoline,4.9,115.0,Manual,4950.0,EUR,Germany,0.0,,unknown,unknown,4950.0
mercedes-benz e 200,mercedes,2011,324000.0,100.0,136.0,Diesel,5.9,153.0,Automatic,4950.0,EUR,Germany,0.0,,unknown,unknown,4950.0
mercedes-benz e 200,mercedes,2011,365000.0,100.0,136.0,Diesel,5.9,153.0,Automatic,4950.0,EUR,Germany,0.0,,unknown,unknown,4950.0
opel corsa,opel,2009,114700.0,59.0,80.0,Gasoline,5.8,139.0,Manual,4960.0,EUR,Germany,0.0,,unknown,unknown,4960.0
seat ibiza,seat,2012,99620.0,51.0,69.0,Gasoline,5.4,125.0,Manual,4980.0,EUR,Germany,0.0,,unknown,unknown,4980.0
audi a3,audi,2004,148200.0,75.0,102.0,Gasoline,7.0,168.0,Automatic,4980.0,EUR,Germany,0.0,,unknown,unknown,4980.0
mercedes-benz e 280,mercedes,1996,86353.0,142.0,193.0,Gasoline,7.5,,Manual,4980.0,EUR,Germany,0.0,,unknown,unknown,4980.0
mitsubishi pajero,mitsubishi,2004,191722.0,118.0,160.0,Diesel,10.5,284.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
peugeot 107,peugeot,2013,18450.0,50.0,68.0,Gasoline,4.3,99.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
citroen c4 picasso,citroen,2011,99633.0,88.0,120.0,Gasoline,6.9,159.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
dacia sandero,dacia,2013,70109.0,55.0,75.0,Gasoline,5.8,135.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
ford focus,ford,2011,182523.0,70.0,95.0,Diesel,4.2,109.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
chevrolet spark,chevrolet,2013,63176.0,50.0,68.0,Gasoline,5.0,118.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
volkswagen touran,volkswagen,2009,238000.0,103.0,140.0,Diesel,6.1,161.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
bmw 316,bmw,1994,118000.0,75.0,102.0,Gasoline,7.7,,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
opel zafira,opel,2009,200000.0,110.0,150.0,Diesel,7.2,194.0,Automatic,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
ford fiesta,ford,2014,144937.0,60.0,82.0,Gasoline,5.2,123.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
renault twingo,renault,2012,98340.0,55.0,75.0,Gasoline,4.5,105.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
bmw 520,bmw,2007,170000.0,110.0,150.0,Diesel,6.9,185.0,Automatic,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
skoda fabia,skoda,2010,88350.0,51.0,69.0,Gasoline,5.9,140.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
mercedes-benz c 230,mercedes,2004,221600.0,141.0,192.0,Gasoline,9.2,221.0,Automatic,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
volkswagen golf,volkswagen,2006,120500.0,59.0,80.0,Gasoline,6.6,156.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
volkswagen golf,volkswagen,2009,62900.0,59.0,80.0,Gasoline,6.4,149.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
opel corsa,opel,2014,95600.0,51.0,69.0,Gasoline,5.5,130.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
toyota yaris,toyota,2011,113000.0,51.0,69.0,Gasoline,5.4,127.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
mitsubishi outlander,mitsubishi,2006,171809.0,118.0,160.0,Gasoline,9.8,233.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
opel astra,opel,2010,101897.0,66.0,90.0,Gasoline,6.3,151.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
audi a4,audi,2002,137499.0,96.0,131.0,Gasoline,8.1,194.0,Automatic,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
kia ceed / cee'd,kia,2010,67280.0,66.0,90.0,Gasoline,5.8,139.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
bmw 330,bmw,2002,292000.0,170.0,231.0,Gasoline,9.1,218.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
bmw 520,bmw,2008,234783.0,110.0,150.0,Diesel,,189.0,Automatic,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
nissan micra,nissan,2007,133100.0,65.0,88.0,Gasoline,6.6,156.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
alfa romeo 145,alfa,1998,43000.0,76.0,103.0,Gasoline,,0.0,Manual,4990.0,EUR,Germany,0.0,,unknown,unknown,4990.0
mazda rx-8,mazda,2004,99455.0,141.0,192.0,Gasoline,10.8,267.0,Manual,4995.0,EUR,Germany,0.0,,unknown,unknown,4995.0
audi a4,audi,2003,199799.0,120.0,163.0,Diesel,7.3,197.0,Automatic,4998.0,EUR,Germany,0.0,,unknown,unknown,4998.0
opel insignia,opel,2011,290000.0,118.0,160.0,Diesel,5.6,149.0,Automatic,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
daihatsu terios,daihatsu,2006,74300.0,77.0,105.0,Gasoline,7.9,186.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
fiat qubo,fiat,2016,167000.0,59.0,80.0,Diesel,4.5,118.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
skoda octavia,skoda,2009,155000.0,75.0,102.0,Gasoline,7.4,176.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
volkswagen touran,volkswagen,2006,144767.0,103.0,140.0,Gasoline,7.5,179.0,Automatic,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
citroen grand c4 picasso,citroen,2009,96000.0,80.0,109.0,Diesel,,,Automatic,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
renault megane,renault,2011,139000.0,81.0,110.0,Diesel,4.1,104.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
renault megane,renault,2008,157000.0,99.0,135.0,Gasoline,8.4,201.0,Automatic,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
volkswagen caddy,volkswagen,2012,289000.0,75.0,102.0,Diesel,5.7,149.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
hyundai i30,hyundai,2012,113000.0,80.0,109.0,Gasoline,6.1,142.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
volkswagen t4 california,volkswagen,1994,344000.0,57.0,77.0,Diesel,,,Automatic,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
ford c-max,ford,2010,115000.0,80.0,109.0,Diesel,4.9,129.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
peugeot 207,peugeot,2011,58000.0,54.0,73.0,Gasoline,6.3,145.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
hyundai i10,hyundai,2015,90000.0,65.0,88.0,Gasoline,4.7,108.0,Manual,4999.0,EUR,Germany,0.0,,unknown,unknown,4999.0
mazda mx-5,mazda,2005,83900.0,81.0,110.0,Gasoline,8.1,196.0,Manual,5000.0,EUR,Germany,0.0,,unknown,unknown,5000.0
volkswagen polo,volkswagen,2009,66600.0,59.0,80.0,Gasoline,,,Manual,5000.0,EUR,Germany,0.0,,unknown,unknown,5000.0
bmw 318,bmw,2006,238000.0,110.0,150.0,Gasoline,7.8,190.0,Automatic,5000.0,EUR,Germany,0.0,,unknown,unknown,5000.0
mercedes-benz clk 200,mercedes,2000,94931.0,100.0,136.0,Gasoline,9.6,225.0,Automatic,5090.0,EUR,Germany,0.0,,unknown,unknown,5090.0
renault megane,renault,2010,96133.0,81.0,110.0,Diesel,4.4,110.0,Automatic,5190.0,EUR,Germany,0.0,,unknown,unknown,5190.0
opel corsa,opel,2012,91158.0,64.0,87.0,Gasoline,5.7,135.0,Manual,5200.0,EUR,Germany,0.0,,unknown,unknown,5200.0
toyota yaris,toyota,2010,94200.0,51.0,69.0,Gasoline,5.0,115.0,Manual,5200.0,EUR,Germany,0.0,,unknown,unknown,5200.0
bmw 116,bmw,2008,164145.0,90.0,122.0,Gasoline,,,Manual,5280.0,EUR,Germany,0.0,,unknown,unknown,5280.0
opel astra,opel,2013,136000.0,92.0,125.0,Diesel,4.5,119.0,Manual,5299.0,EUR,Germany,0.0,,unknown,unknown,5299.0
"mercedes benz cls 350 shooting brake vollaust. np 103.811,--",mercedes,0,91811.0,,,Diesel,,,Automatic,33900.0,EUR,The Netherlands,2987.0,,unknown,unknown,33900.0
mercedes benz sprinter 313 cdi maxi 9 sitze klima rollstuhllift 6 gang euro 5,mercedes,2013,439482.0,,,Diesel,,,Manual,9900.0,EUR,The Netherlands,2143.0,,unknown,unknown,9900.0
